StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,IDs_1,IDs_2,Gender,Gender_5_TEXT,Trans,Sex,Age_0,Race/Ethnicity,Race/Ethnicity_11_TEXT,Education,Student,Employed,Income,Sexual Orientation,Sexual Orientation_7_TEXT,Cohab,Relationship Length_1,Relationship Length_2,Relationship Status,Rel_Sat_1,Rel_Sat_2,Rel_Sat_3,Rel_Sat_4,Rel_Sat_5,Rel_Sat_DO,Rel_Com_1,Rel_Com_2,Rel_Com_3,Rel_Com_4,Rel_Com_5,Rel_Com_6,Rel_Com_7,Rel_Com_DO,FFMQ_1,FFMQ_2,FFMQ_3,FFMQ_4,FFMQ_5,FFMQ_6,FFMQ_7,FFMQ_8,FFMQ_9,FFMQ_10,FFMQ_11,FFMQ_12,FFMQ_13,FFMQ_14,FFMQ_15,FFMQ_DO,ConflictTop_1,ConflictTop_2,ConflictTop_3,SupportTop_1,SupportTop_2,SupportTop_3,IOS_Base,PRQC_Base_1,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,FL_5_DO
11/7/2022 22:41,11/7/2022 23:06,0,86.139.220.181,100,1484,1,11/7/2022 23:06,R_10P3itvOZj5dRk1,,,,,55.8621,-4.0312,anonymous,EN,1,2058,1116,1,,2,2,30,1,,4,1,3,5,1,,2,8,0,4,6,5,6,7,6,2|1|4|3|5,7,7,1,1,6,6,7,6|3|2|4|5|1|7,1,2,2,3,4,4,4,2,3,4,2,3,3,3,3,14|10|11|2|9|5|12|6|8|15|1|13|3|4|7,"The way you view yourself, stress you put on yourself",List of tasks given at times and then questions on same afterwords. (Sorry about wording of this. Difficult to explain),Intimacy ,Trying to be more romantic and understanding.,Starting a family,Going back to uni or getting a new carrer,5,6,6,5,5,4,5,4,5,4,5,Attach_9|Attach_1|Attach_4|Attach_7|Attach_3|Attach_6|Attach_2|Attach_5|Attach_8,"++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++Global/GeneralAttachmentFraleyetal.,2011and2014|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|Conflict--DiscussionTopics(Biersteteletal.,2020)"
11/9/2022 10:07,11/9/2022 10:41,0,31.205.93.205,100,2024,1,11/9/2022 10:41,R_OfKzcnG43guZJBv,,,,,52.9538,-1.1571,anonymous,EN,1,2094,1188,2,,2,1,19,1,,2,2,1,1,5,,1,0,9,2,6,5,6,7,6,1|5|3|4|2,7,7,1,1,7,7,7,7|3|2|1|5|4|6,2,3,4,3,3,1,4,2,2,3,3,2,3,4,3,10|14|15|12|13|7|8|3|2|4|9|11|5|1|6,Learning to have normal time apart (mostly me),Making time for dates,The flavour of Irn Bru,Making the effort to make more friends,Better time-manage my studies,Work on being less clingy,6,6,6,5,5,4,2,4,3,6,7,Attach_4|Attach_8|Attach_3|Attach_6|Attach_1|Attach_2|Attach_9|Attach_7|Attach_5,"++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|Conflict--DiscussionTopics(Biersteteletal.,2020)|Support--DiscussionTopics(Biersteteletal.,2020)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|++PRQCFletcheretal.,2000|++Global/GeneralAttachmentFraleyetal.,2011and2014"
11/9/2022 19:02,11/9/2022 19:16,0,31.205.93.207,100,805,1,11/9/2022 19:16,R_21BAkkBHba4CQ88,,,,,52.9538,-1.1571,anonymous,EN,1,2094,1187,1,,2,2,19,1,,2,2,1,2,1,,1,0,9,2,5,7,5,6,6,3|5|1|4|2,5,6,3,2,6,5,6,2|6|5|4|1|7|3,1,4,1,3,4,4,2,4,3,5,5,4,4,2,4,8|14|15|11|2|6|10|4|13|1|9|7|5|3|12,How much time to spend together,Being asked to do tasks for the sake of it,The flavour of Irn Bru,My weight by taking up running frequently again,My study attitude,My sleep schedule,6,6,4,2,5,2,3,3,3,2,5,Attach_1|Attach_8|Attach_4|Attach_2|Attach_3|Attach_6|Attach_5|Attach_9|Attach_7,"Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|Conflict--DiscussionTopics(Biersteteletal.,2020)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++IOSClosenessAronetal.,1992"
11/10/2022 16:39,11/10/2022 17:00,0,5.151.120.59,100,1234,1,11/10/2022 17:00,R_2OW8uzroMs5FlKz,,,,,55.9489,-3.1632,anonymous,EN,1,2049,1098,1,,2,2,21,1,,4,2,2,1,1,,1,0,3,2,7,5,7,7,7,5|2|4|3|1,6,7,1,1,7,6,7,3|5|2|4|7|1|6,3,4,1,4,3,1,3,2,4,5,3,2,2,4,2,15|8|4|10|6|3|2|13|12|9|1|5|11|7|14,"No major unresolved disagreements, but we both know we're not the best at decision-making",...,...,Confidence and self-esteem,Career and future plans,"Motivation, e.g. academic work, fitness",4,6,6,4,6,5,5,5,5,5,6,Attach_4|Attach_5|Attach_6|Attach_8|Attach_7|Attach_1|Attach_3|Attach_9|Attach_2,"++IOSClosenessAronetal.,1992|Support--DiscussionTopics(Biersteteletal.,2020)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++MindfulnessFFMQ(Baeretal.,2012)|++PRQCFletcheretal.,2000|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)"
11/11/2022 10:24,11/11/2022 10:24,0,192.41.125.249,100,13,1,11/11/2022 10:24,R_3gZoHDhHU2fFe1z,,,,,51.4964,-0.1224,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2022 10:24,11/11/2022 10:56,0,192.41.125.249,100,1888,1,11/11/2022 10:56,R_2y1VcvLZOdpaJ1B,,,,,51.4964,-0.1224,anonymous,EN,1,2093,1185,1,,2,2,20,1,,2,2,1,1,1,,1,1,0,2,6,6,6,6,6,4|3|5|2|1,7,7,1,1,6,5,7,3|7|1|6|5|2|4,3,5,1,2,4,4,1,4,2,4,5,5,2,3,5,4|15|6|12|8|11|1|5|10|7|13|3|14|2|9,"Spending time together: I wish to spend more time on my own and Eimear wants more time in each other's company. If I'm busy with uni work, spending time with her can become stressful to me","She's a dreamer and I'm a realist. In many ways, that compliments our relationship. She likes to talk about her fantasies of getting married or having children or where we'll live together in the future, and I don't entertain these thoughts which can make her upset.","Spending: Eimear wants to spend more on each other, go out to eat together, travel to places etc. and I am often reluctant, to save money. Eimear correlates enjoyment with how much money is spent on the activity, I find enjoyment in less material activities.",Be more empathetic and attentive to others when they're going through a rough patch,Learn to take action to minimise stress rather than pile too much on and spread myself thin.,"Not put too much social pressure on myself, alone time is valuable time as well",3,6,7,7,7,4,1,3,2,2,3,Attach_6|Attach_4|Attach_1|Attach_8|Attach_7|Attach_5|Attach_3|Attach_9|Attach_2,"++MindfulnessFFMQ(Baeretal.,2012)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|Support--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++PRQCFletcheretal.,2000|++IOSClosenessAronetal.,1992"
11/11/2022 11:10,11/11/2022 11:35,0,192.41.114.227,100,1501,1,11/11/2022 11:35,R_3D8Fxv2rvSHHxa8,,,,,51.4964,-0.1224,anonymous,EN,1,2079,1158,2,,2,1,19,6,,2,2,2,5,5,,2,0,8,2,6,6,6,6,6,1|5|3|2|4,6,7,1,1,7,6,6,6|2|4|3|1|5|7,2,3,3,3,2,1,3,3,3,2,4,3,3,3,3,12|9|1|3|13|8|6|11|2|7|10|14|4|15|5,Personal space,Interdependency,Us not taking care of ourselves,Independence,Time management,Physical activity,5,7,5,5,3,6,3,3,6,6,7,Attach_7|Attach_8|Attach_1|Attach_2|Attach_3|Attach_4|Attach_9|Attach_5|Attach_6,"++IOSClosenessAronetal.,1992|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++PRQCFletcheretal.,2000|++MindfulnessFFMQ(Baeretal.,2012)|Support--DiscussionTopics(Biersteteletal.,2020)"
11/11/2022 11:48,11/11/2022 12:15,0,192.41.114.230,100,1600,1,11/11/2022 12:15,R_VVY9sS2LOVuN7xL,,,,,51.4964,-0.1224,anonymous,EN,1,2106,1211,2,,2,1,18,1,,2,2,1,5,1,,1,5,4,2,5,5,6,7,6,5|3|4|1|2,7,7,1,1,6,4,7,5|1|4|6|2|7|3,2,2,3,2,4,1,3,3,1,1,2,3,3,1,3,15|6|14|5|10|8|12|2|1|4|9|3|7|11|13,My relationship with my family,What's acceptable to spend money on,Whether jazz is good music or not,Education,Empathy,Fitness,7,7,1,2,5,2,4,3,5,1,5,Attach_8|Attach_2|Attach_3|Attach_1|Attach_7|Attach_5|Attach_4|Attach_9|Attach_6,"Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++IOSClosenessAronetal.,1992|Conflict--DiscussionTopics(Biersteteletal.,2020)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++MindfulnessFFMQ(Baeretal.,2012)"
11/11/2022 12:06,11/11/2022 12:18,0,192.41.114.229,100,684,1,11/11/2022 12:18,R_2aqtPTbepyCfbLV,,,,,51.4964,-0.1224,anonymous,EN,1,2083,1166,1,,2,2,19,1,,2,2,2,5,1,,1,0,8,2,7,7,6,7,7,2|5|3|4|1,7,7,1,1,7,7,6,4|2|1|6|3|5|7,4,5,2,2,4,3,2,4,3,3,4,5,3,3,3,2|6|11|5|3|4|10|1|7|13|15|14|12|9|8,Lack of flexibility with schedule of the day,Tone of voice and irritability,General tidyness,Procrastination,Regularity of work schedule,Effort put into seeing and keeping up with people,5,6,6,4,5,5,4,3,2,3,2,Attach_8|Attach_2|Attach_4|Attach_5|Attach_3|Attach_1|Attach_7|Attach_6|Attach_9,"++MindfulnessFFMQ(Baeretal.,2012)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|Conflict--DiscussionTopics(Biersteteletal.,2020)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++PRQCFletcheretal.,2000|Support--DiscussionTopics(Biersteteletal.,2020)"
11/11/2022 10:58,11/11/2022 12:18,0,192.41.128.5,100,4768,1,11/11/2022 12:18,R_2VEWmNEfYetgBvK,,,,,51.4964,-0.1224,anonymous,EN,1,2106,1212,1,,2,2,18,1,,2,2,1,4,1,,1,5,4,2,6,4,6,7,7,1|2|4|3|5,7,7,1,7,7,2,7,1|7|4|3|6|2|5,4,4,2,2,4,2,2,2,1,4,3,4,2,2,3,11|15|4|9|3|2|13|1|8|12|14|10|7|6|5,Continued academic and personal comparison/competition,"Varied approaches and attitudes to many everyday tasks (e.g. cycling, cleaning, organisation)","Techincal debate can end up a bit intense due to both of us being convinced with our side of the argument, though there is no true disagreement on a peronal level, just heated discussion",Relationships with close friends and Rosa; maintaining good friendships and having good times. Hope to continue many of them for years and years to come.,"Social mobility; largely the motivation for my academic pursuits, want to make the best of the opportunities my parents gave me by moving here.","Other personal development; fitness, hobbies, general attitude and mindfullness, time-management
",6,6,7,6,6,3,2,2,2,2,3,Attach_8|Attach_9|Attach_3|Attach_4|Attach_2|Attach_7|Attach_1|Attach_6|Attach_5,"++MindfulnessFFMQ(Baeretal.,2012)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++Global/GeneralAttachmentFraleyetal.,2011and2014|Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++IOSClosenessAronetal.,1992|Conflict--DiscussionTopics(Biersteteletal.,2020)"
11/11/2022 19:41,11/12/2022 17:01,0,185.69.144.167,100,76757,1,11/12/2022 17:01,R_2VrrjXG86eGAPJN,,,,,51.4964,-0.1224,anonymous,EN,1,2079,1157,1,,2,2,19,11,Indian,2,2,2,5,1,,1,,8,2,6,7,6,7,6,1|3|2|4|5,6,7,2,3,5,4,4,1|4|5|7|6|3|2,3,3,2,2,5,1,3,2,2,4,1,4,1,3,3,6|1|15|8|10|3|9|14|11|12|7|4|13|5|2,Boundaries between personal time and relationship ,Responsibility to take care of ourselves ,Can't think of anything more that I would like to discuss in a lab environment ,Career,Social Life and Travel ,Relationship ,5,6,6,3,4,5,6,1,6,3,4,Attach_2|Attach_9|Attach_6|Attach_8|Attach_3|Attach_1|Attach_4|Attach_5|Attach_7,"++IOSClosenessAronetal.,1992|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++Global/GeneralAttachmentFraleyetal.,2011and2014|Support--DiscussionTopics(Biersteteletal.,2020)|++MindfulnessFFMQ(Baeretal.,2012)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)"
11/9/2022 20:31,11/15/2022 19:40,0,90.246.61.25,100,515361,1,11/15/2022 19:40,R_1dmklAGA6Uir1gZ,,,,,53.8281,-1.6893,anonymous,EN,1,2074,1147,2,,2,1,21,4,,2,2,2,1,5,,1,0,5,2,6,5,4,4,6,3|1|4|2|5,2,5,3,4,3,2,2,2|6|1|3|7|4|5,4,3,2,3,3,2,3,2,3,3,3,3,2,3,3,13|14|8|12|4|7|5|3|10|2|1|9|11|6|15,being better at communicating what we think and listening to each other,"navigating the amount of time spent with each other (to be aware of codependency, if there is any) and not hindering each other to be their own person",navigating the intense: chill ratio in the relationship,time management,setting boundaries,mental health,3,5,6,4,5,4,5,2,3,4,5,Attach_5|Attach_7|Attach_1|Attach_3|Attach_4|Attach_2|Attach_9|Attach_8|Attach_6,"Support--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++IOSClosenessAronetal.,1992|++PRQCFletcheretal.,2000|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)"
11/15/2022 20:29,11/15/2022 20:55,0,192.41.114.226,100,1575,1,11/15/2022 20:55,R_3oF9xd83pUiwvLX,,,,,51.4964,-0.1224,anonymous,EN,1,2076,1152,2,,2,1,22,1,,4,1,3,5,8,,1,5,2,2,7,6,6,7,7,2|5|1|3|4,7,7,1,1,7,7,7,1|4|3|7|5|6|2,4,2,4,1,3,3,4,3,2,3,5,2,3,2,2,1|9|11|12|7|4|2|15|3|6|14|5|13|8|10,Constant apologizing,Reaction to an idea of me being angry,The problem of diagnosing and overdiagnosing mental health issues,Self confidence ,Career opportunities,Concentration and focus on hobbies ,5,7,6,5,6,5,5,6,4,5,6,Attach_3|Attach_2|Attach_6|Attach_5|Attach_9|Attach_7|Attach_8|Attach_1|Attach_4,"Conflict--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++MindfulnessFFMQ(Baeretal.,2012)|++PRQCFletcheretal.,2000|Support--DiscussionTopics(Biersteteletal.,2020)|++IOSClosenessAronetal.,1992|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)"
11/15/2022 21:09,11/15/2022 22:08,0,85.255.234.200,100,3543,1,11/15/2022 22:08,R_UhxJi9ZvJeR3CzT,,,,,51.4964,-0.1224,anonymous,EN,1,2074,1148,1,,2,2,22,1,,2,2,1,5,1,,1,0,4,2,7,3,7,6,7,4|3|1|5|2,4,5,5,2,6,4,2,5|1|2|3|7|6|4,3,3,4,1,4,4,5,3,1,4,5,1,3,2,4,15|9|5|6|8|13|11|14|3|12|4|1|7|2|10,I think that Hazel should show me the story she wrote for her job even if she thinks that it isn't representative. She says I have to wait for a representative piece of creative expression but I haven't seen it yet which is why I feel like it is unresolved. I feel like I have shown her lots of creative things I have done but she hasn't really shown me any and I always ask her for it.,I don't want Hazel to play Taylor Swift.,I'm not sure if Hazel feels like I still have unresolved issues about my ex.,I want to become a good writer in an underground kind of way.,I want to get a job.,I want to see some more amazing things.,4,6,5,4,3,3,6,4,1,1,2,Attach_9|Attach_1|Attach_4|Attach_3|Attach_2|Attach_7|Attach_6|Attach_8|Attach_5,"++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++Global/GeneralAttachmentFraleyetal.,2011and2014|++MindfulnessFFMQ(Baeretal.,2012)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)"
11/16/2022 12:05,11/16/2022 12:28,0,192.41.114.228,100,1395,1,11/16/2022 12:28,R_RV25UXxz0SW1MGZ,,,,,51.4964,-0.1224,anonymous,EN,1,2090,1179,2,,2,1,21,10,,2,2,2,5,5,,1,4,0,2,7,4,5,7,5,5|4|2|1|3,7,7,1,1,7,7,7,1|5|3|6|2|4|7,3,4,5,3,3,4,2,2,1,3,5,4,4,2,4,14|6|7|9|4|12|3|10|15|11|2|8|5|13|1,"Whether we want kids or not in the future. Both of us are undecided entirely and leaning towards not having kids but I think Tom is more for having kids than me. For me, it depends on financial stability and our careers. ",I think I project my financial anxieties by pushing Tom to be more ambitious with job applications and academics because it’s something that’s important for myself. ,"Differences in cleanliness levels in the household or in ways we do specific household chores or what we value in cleanliness. It’s not that one of us is dirty but that we place value on different chores if that’s the best way to explain? For example, specific way to load the dishwasher or specific place to put objects. This has normally been quickly resolved by just telling the other person the way we like something done. ",Finding a hobby outside of university life to have a better work life balance.,Being more consistent with exercise and being active. ,Opening up emotionally and forming tighter long lasting relationships with both my friends at university and romantic partner. ,4,7,5,7,7,3,5,3,2,3,2,Attach_2|Attach_7|Attach_5|Attach_6|Attach_9|Attach_3|Attach_4|Attach_1|Attach_8,"++PRQCFletcheretal.,2000|++Global/GeneralAttachmentFraleyetal.,2011and2014|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|Conflict--DiscussionTopics(Biersteteletal.,2020)|Support--DiscussionTopics(Biersteteletal.,2020)"
11/15/2022 18:50,11/16/2022 15:41,0,81.110.22.214,100,75076,1,11/16/2022 15:41,R_9TEUwBGZhlpv3Il,,,,,55.9335,-3.254,anonymous,EN,1,2049,1097,2,,2,1,22,1,,2,2,1,1,5,,1,0,3,2,6,4,5,6,6,4|2|3|5|1,6,6,2,2,6,4,5,7|5|2|1|3|6|4,3,4,5,1,3,3,2,3,3,2,5,4,4,3,3,13|7|1|14|15|9|2|10|6|3|4|5|12|8|11,spending money on groceries – buying expensive vs. cheap foods,prioritising own workload or taking time for oneself vs. helping others (with work) ,liking / disliking living in the UK,staying on top of my university workload,making more time for hobbies and being in nature,journalling regularly,4,7,6,6,5,6,4,3,4,3,5,Attach_2|Attach_9|Attach_8|Attach_6|Attach_7|Attach_4|Attach_1|Attach_5|Attach_3,"++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|++PRQCFletcheretal.,2000|Conflict--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|Support--DiscussionTopics(Biersteteletal.,2020)"
11/16/2022 16:22,11/16/2022 16:34,0,77.101.176.80,100,719,1,11/16/2022 16:34,R_3lxBXTaGOqDnyr8,,,,,55.9409,-3.2939,anonymous,EN,1,2103,1205,3,,1,1,0,1,,2,2,2,4,4,,2,4,9,1,7,6,6,7,6,4|2|3|5|1,7,7,1,7,7,4,7,6|1|5|4|3|2|7,5,1,3,5,3,2,5,4,4,3,5,3,4,2,3,8|14|12|1|5|15|11|6|7|4|2|10|9|13|3,Engagement/Marriage - put to ice for the time being.,I honestly don't think there is any other current unresolved disagreement.,Because we tend to talk things through.,University,Not shutting people out,Keep working on my current relationships,5,7,5,5,6,1,6,6,1,6,2,Attach_8|Attach_5|Attach_3|Attach_2|Attach_1|Attach_9|Attach_4|Attach_6|Attach_7,"++MindfulnessFFMQ(Baeretal.,2012)|++Global/GeneralAttachmentFraleyetal.,2011and2014|Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992|Conflict--DiscussionTopics(Biersteteletal.,2020)"
11/17/2022 10:20,11/17/2022 10:29,0,77.102.34.0,100,509,1,11/17/2022 10:29,R_1k1flPaCeQXjF8A,,,,,55.9552,-3.2,anonymous,EN,1,2116,1232,6,,2,2,19,1,,2,2,1,1,5,,1,0,11,2,7,4,5,7,7,4|5|1|2|3,7,7,1,1,7,7,7,4|6|5|3|7|1|2,3,4,4,5,4,4,2,3,3,2,5,3,4,3,4,5|12|6|8|7|3|15|1|10|4|2|11|9|14|13,Lateness,I often complain about work rather than doing it,I have a habit of not taking care of myself when I am doing bad mentally and she has to pick up the slack,Anxiety,Intrusive thoughts,Not worrying about intelligence,5,7,7,6,6,6,3,2,5,5,5,Attach_7|Attach_9|Attach_4|Attach_6|Attach_2|Attach_5|Attach_8|Attach_1|Attach_3,"++Global/GeneralAttachmentFraleyetal.,2011and2014|Support--DiscussionTopics(Biersteteletal.,2020)|++MindfulnessFFMQ(Baeretal.,2012)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++IOSClosenessAronetal.,1992|++PRQCFletcheretal.,2000|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)"
11/17/2022 10:11,11/17/2022 10:48,0,77.102.34.0,100,2172,1,11/17/2022 10:48,R_1q4JL6wVYHaFnMy,,,,,55.9552,-3.2,anonymous,EN,1,2116,1231,2,,2,1,19,1,,2,2,1,1,5,,1,0,11,2,7,6,6,7,7,3|2|4|5|1,7,7,7,1,7,6,6,3|4|5|1|7|2|6,3,2,3,1,4,4,4,4,2,2,4,2,4,3,2,2|14|10|15|13|11|7|9|3|6|5|8|4|12|1,"Motivation to work, for both university work and housework. Dan sometimes gets very tired and can't movitate himself to do things, and I get frustrated because I feel like I'm trying my best to help him but there's a limit to what I can do. I feel like he sometimes makes decisions that are bad for himself.","When I'm stressed, I can sometimes be quite short-tempered with Dan. I can be snappy and condescending, and afterwards I feel guilty because I know he was trying to help me.","General tidiness. I'm somebody who likes to keep things clean, and Dan is somebody who likes to keep an 'organised mess' - he knows where everything is, but it looks like a mess to other people.","I get stressed easily, and when I'm stressed I don't treat the people around me as well as I should. With most people, I just stay away from them when I feel this way, but since I'm so close with Dan I don't have the option to isolate myself. I can end up being mean to him, and feeling guilty about it later.","I want to understand my feelings better. I sometimes get overwhelmed with feelings of sadness, but I can't understand where that feeling is coming from, so it's difficult to know how to improve. ","I wish I was able to be more comfortable around new people. I'm very outgoing with my friends, but I get nervous and awkward meeting new people and it puts me off trying to make new friends. I know it's fairly normal to feel like this, but I still end up abandoning possible new friendships out of nerves. Especially one-on-one, I think I'm very awkward, and I always leave one-on-one meetings feeling like the other person probably doesn't want to hang out with me again.",6,7,2,6,6,3,3,2,4,3,4,Attach_4|Attach_1|Attach_8|Attach_2|Attach_9|Attach_3|Attach_7|Attach_5|Attach_6,"++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++PRQCFletcheretal.,2000|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++MindfulnessFFMQ(Baeretal.,2012)|++IOSClosenessAronetal.,1992|Support--DiscussionTopics(Biersteteletal.,2020)"
11/17/2022 13:34,11/17/2022 13:45,0,159.180.112.92,100,680,1,11/17/2022 13:45,R_1FxMAR0hCUZhFSH,,,,,55.9335,-3.254,anonymous,EN,1,2098,1195,1,,2,2,71,1,,4,1,1,5,1,,2,35,10,5,5,4,5,5,6,5|2|1|4|3,7,7,1,1,7,7,7,2|7|5|6|4|1|3,3,4,3,2,3,2,2,3,2,2,4,3,3,3,3,1|10|14|2|7|6|15|12|5|8|9|11|13|4|3,Doing new things,Travel,D/K,Diet,Exercise,Activity away from a computer,5,6,5,4,6,2,4,3,4,5,3,Attach_3|Attach_6|Attach_9|Attach_2|Attach_1|Attach_8|Attach_4|Attach_5|Attach_7,"++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|Support--DiscussionTopics(Biersteteletal.,2020)|++Global/GeneralAttachmentFraleyetal.,2011and2014|++PRQCFletcheretal.,2000|++MindfulnessFFMQ(Baeretal.,2012)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|++IOSClosenessAronetal.,1992"
11/17/2022 13:34,11/17/2022 13:46,0,159.180.112.92,100,707,1,11/17/2022 13:46,R_pMk5q3lZuMVQWnn,,,,,55.9335,-3.254,anonymous,EN,1,2098,1196,2,,2,1,66,1,,5,1,1,5,1,,2,35,10,5,5,4,5,5,5,4|3|1|2|5,6,6,1,2,6,6,6,6|5|7|2|4|3|1,3,3,3,2,3,2,3,3,2,2,4,2,3,2,2,3|8|13|7|15|11|4|9|2|6|5|12|1|10|14,Balance of responsibilities in the relationship,How we communicate in part I use of email,Alan's failure to address health issues,Expressing my feelings more directly,Improving my appearance by losing weight and exercising more,Relationships with my children,4,5,6,5,6,6,3,3,3,3,2,Attach_4|Attach_8|Attach_6|Attach_7|Attach_1|Attach_9|Attach_2|Attach_5|Attach_3,"++Global/GeneralAttachmentFraleyetal.,2011and2014|++Commitment,SubscaleofInvestmentModel(Rusbultetal.1998)|++RelationshipSatisfaction,SubscaleofInvestmentModel(Rusbultetal.1998)|Conflict--DiscussionTopics(Biersteteletal.,2020)|++IOSClosenessAronetal.,1992|Support--DiscussionTopics(Biersteteletal.,2020)|++PRQCFletcheretal.,2000|++MindfulnessFFMQ(Baeretal.,2012)"
