11/2/2022 14:28,11/2/2022 14:34,0,129.215.52.229,100,324,1,11/2/2022 14:34,R_WApfebHs0nBHE7n,,,,,55.9489,-3.1632,anonymous,EN,1,2014,1028,7,7,1,1,5,1,5,6,2,5,5,4|3|1|2,5,5,5,5,1,1,1,1,PPR_2|PPI_7|PPI_5|PPR_4|PPR_1|PPR_3|PPI_6|PPI_8,5,5,5,5,1,1,3,1,PAI_8|PAR_4|PAI_6|PAI_7|PAR_2|PAR_1|PAI_5|PAR_3,6,6,6,6,6,6,6,6,6,5|1|4|3|8|6|7|9|2,5,7,6,7,2,1,7,1|2|5|3|4,FL_18|FL_19,"++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Threat&Challenge(Peters,2016)|++ProgressonTopic(Thompsonetal.,2018)","FL_22|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++PRQC(Fletcheretal.,2000)|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)","++ResponsivenessPARI(PRI-Crastaetal.,2021)|++ResponsivenessPPRI(PRI-Crastaetal.,2021)",Top_Solution|Top_Change,Stress|Upset,Challenge|Threat,PPRI
11/2/2022 14:36,11/2/2022 14:55,0,129.215.52.167,100,1114,1,11/2/2022 14:55,R_1IEI49AET4d0KYJ,,,,,55.9489,-3.1632,anonymous,EN,2,2014,1027,7,7,1,2,6,1,7,5,3,7,7,3|4|1|2,5,5,5,5,1,1,3,5,PPR_3|PPR_4|PPR_2|PPI_5|PPR_1|PPI_8|PPI_6|PPI_7,5,4,5,5,2,2,2,1,PAR_1|PAI_7|PAR_4|PAR_3|PAI_8|PAI_5|PAR_2|PAI_6,6,6,5,6,6,6,6,6,6,1|3|6|8|7|9|4|5|2,5,7,6,7,2,1,7,1|2|3|5|4,FL_18|FL_19,"++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Threat&Challenge(Peters,2016)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++ProgressonTopic(Thompsonetal.,2018)","+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)|FL_22|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|++PRQC(Fletcheretal.,2000)","++ResponsivenessPARI(PRI-Crastaetal.,2021)|++ResponsivenessPPRI(PRI-Crastaetal.,2021)",Top_Solution|Top_Change,Upset|Stress,Challenge|Threat,PPRI
11/2/2022 14:51,11/2/2022 14:55,0,129.215.52.229,100,201,1,11/2/2022 14:55,R_1Ej9fD9AbYiYbNJ,,,,,55.9489,-3.1632,anonymous,EN,2,2014,1028,6,7,2,1,7,1,7,5,2,6,6,1|4|3|2,5,5,5,5,1,1,1,1,PPR_3|PPI_7|PPR_4|PPR_1|PPI_6|PPI_8|PPI_5|PPR_2,5,5,5,5,1,1,2,1,PAI_8|PAR_4|PAR_3|PAR_2|PAI_6|PAR_1|PAI_5|PAI_7,6,6,6,6,6,6,6,6,6,9|3|5|6|4|7|2|8|1,5,7,7,6,6,1,7,1|2|3|4|5,FL_18|FL_19,"++ProgressonTopic(Thompsonetal.,2018)|++Threat&Challenge(Peters,2016)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)","FL_22|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|++PRQC(Fletcheretal.,2000)|++SEP(Lewandowski&Ackerman,2006)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++IOSCloseness(Aronetal.,1992)","++ResponsivenessPARI(PRI-Crastaetal.,2021)|++ResponsivenessPPRI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Stress|Upset,Challenge|Threat,PPRI
11/2/2022 16:24,11/2/2022 16:27,0,129.215.52.167,100,186,1,11/2/2022 16:27,R_BKBnFaMeSMQN90B,,,,,55.9489,-3.1632,anonymous,EN,1,2040,1079,6,5,1,2,6,1,6,6,2,6,5,2|1|3|4,5,5,5,4,1,1,2,1,PPI_5|PPR_4|PPI_6|PPR_3|PPI_7|PPI_8|PPR_1|PPR_2,5,4,4,4,2,3,1,4,PAI_6|PAI_8|PAR_1|PAI_7|PAR_3|PAR_4|PAR_2|PAI_5,5,5,4,6,5,5,5,5,6,8|1|9|6|4|3|5|7|2,6,6,6,7,3,2,6,4|3|5|1|2,FL_19|FL_18,"++ProgressonTopic(Thompsonetal.,2018)|++Threat&Challenge(Peters,2016)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)","++PRQC(Fletcheretal.,2000)|FL_22|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Solution|Top_Change,Stress|Upset,Threat|Challenge,PPRI
11/2/2022 16:23,11/2/2022 16:27,0,129.215.52.229,100,231,1,11/2/2022 16:27,R_1CBZIDjJM1fUPnI,,,,,55.9489,-3.1632,anonymous,EN,1,2040,1080,7,3,2,1,6,1,7,6,1,6,7,1|4|3|2,4,4,4,4,2,2,2,2,PPI_5|PPR_2|PPR_4|PPI_8|PPR_3|PPI_6|PPR_1|PPI_7,4,5,4,5,1,1,2,2,PAR_4|PAI_8|PAR_3|PAI_6|PAI_5|PAI_7|PAR_1|PAR_2,6,6,5,5,6,6,6,5,6,4|7|3|2|1|6|9|5|8,6,7,6,6,5,2,5,4|3|1|2|5,FL_18|FL_19,"++Threat&Challenge(Peters,2016)|++ProgressonTopic(Thompsonetal.,2018)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)","++PRQC(Fletcheretal.,2000)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)|FL_22","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Upset|Stress,Challenge|Threat,PPRI
11/2/2022 16:44,11/2/2022 16:47,0,129.215.52.229,100,182,1,11/2/2022 16:47,R_1FE5nsqxggsWmIT,,,,,55.9489,-3.1632,anonymous,EN,2,2040,1080,3,3,4,1,6,1,5,7,6,6,6,4|2|3|1,4,5,4,5,2,2,2,2,PPI_8|PPI_5|PPI_6|PPI_7|PPR_1|PPR_2|PPR_4|PPR_3,4,4,4,5,1,1,1,2,PAI_6|PAR_4|PAR_2|PAR_1|PAI_7|PAI_5|PAI_8|PAR_3,6,6,5,6,6,6,5,5,6,1|4|7|6|5|9|8|2|3,6,6,6,6,5,2,6,1|4|2|5|3,FL_19|FL_18,"++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Threat&Challenge(Peters,2016)|++ProgressonTopic(Thompsonetal.,2018)","++PRQC(Fletcheretal.,2000)|FL_22|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Stress|Upset,Challenge|Threat,PPRI
11/2/2022 16:45,11/2/2022 16:48,0,129.215.52.167,100,190,1,11/2/2022 16:48,R_1OQePtDERN8Pjds,,,,,55.9489,-3.1632,anonymous,EN,2,2040,1079,5,5,2,1,5,1,6,6,2,6,6,4|1|3|2,5,5,4,5,1,1,2,1,PPI_5|PPI_6|PPI_8|PPR_3|PPI_7|PPR_2|PPR_4|PPR_1,4,4,4,4,1,2,2,3,PAR_1|PAI_6|PAR_4|PAR_2|PAI_8|PAI_7|PAR_3|PAI_5,6,6,5,6,6,6,6,6,6,3|1|5|6|8|4|9|7|2,6,6,7,7,2,2,7,3|4|2|5|1,FL_19|FL_18,"++Threat&Challenge(Peters,2016)|++ProgressonTopic(Thompsonetal.,2018)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)","++SEP(Lewandowski&Ackerman,2006)|++IOSCloseness(Aronetal.,1992)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|FL_22|++PRQC(Fletcheretal.,2000)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Solution|Top_Change,Upset|Stress,Threat|Challenge,PPRI
11/2/2022 17:23,11/2/2022 17:28,0,129.215.52.229,100,286,1,11/2/2022 17:28,R_1DAsGteMBYLvBUC,,,,,55.9489,-3.1632,anonymous,EN,1,2057,1114,4,3,2,1,7,1,4,6,1,7,7,3|1|4|2,5,5,5,5,1,1,1,1,PPI_5|PPR_2|PPR_3|PPI_7|PPR_4|PPI_6|PPI_8|PPR_1,5,5,5,5,1,1,1,1,PAR_1|PAR_3|PAI_8|PAI_5|PAI_7|PAR_2|PAI_6|PAR_4,6,6,6,5,6,6,6,5,6,8|6|5|3|9|2|4|1|7,5,7,6,7,1,1,7,4|5|3|1|2,FL_19|FL_18,"++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Threat&Challenge(Peters,2016)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++ProgressonTopic(Thompsonetal.,2018)","++PRQC(Fletcheretal.,2000)|FL_22|++IOSCloseness(Aronetal.,1992)|++SEP(Lewandowski&Ackerman,2006)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)","++ResponsivenessPARI(PRI-Crastaetal.,2021)|++ResponsivenessPPRI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Upset|Stress,Threat|Challenge,PPRI
11/2/2022 17:23,11/2/2022 17:29,0,129.215.52.167,100,313,1,11/2/2022 17:29,R_2dpa7QWkbFjmw7j,,,,,55.9489,-3.1632,anonymous,EN,1,2057,1113,4,6,3,1,4,1,2,5,2,6,6,2|4|1|3,5,5,5,5,1,1,1,1,PPR_2|PPR_3|PPR_1|PPI_7|PPI_5|PPI_6|PPR_4|PPI_8,5,4,4,5,1,1,2,1,PAI_8|PAR_4|PAI_5|PAR_1|PAI_6|PAR_3|PAR_2|PAI_7,4,5,5,5,6,5,5,5,6,2|9|3|1|8|4|6|5|7,5,6,5,7,2,3,5,4|1|3|5|2,FL_18|FL_19,"++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++ProgressonTopic(Thompsonetal.,2018)|++Threat&Challenge(Peters,2016)","++IOSCloseness(Aronetal.,1992)|FL_22|++SEP(Lewandowski&Ackerman,2006)|++PRQC(Fletcheretal.,2000)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Stress|Upset,Threat|Challenge,PPRI
11/2/2022 17:46,11/2/2022 17:49,0,129.215.52.167,100,170,1,11/2/2022 17:49,R_2CmuJuKSOqs77UG,,,,,55.9489,-3.1632,anonymous,EN,2,2057,1113,5,6,4,1,6,1,3,5,2,6,6,4|3|2|1,5,5,5,5,1,5,1,1,PPI_8|PPI_7|PPI_5|PPR_4|PPR_1|PPR_3|PPI_6|PPR_2,5,5,5,5,1,1,4,1,PAR_3|PAR_2|PAR_4|PAI_5|PAI_6|PAI_8|PAR_1|PAI_7,5,5,5,5,6,5,5,4,6,3|7|5|8|9|2|1|6|4,5,7,6,7,2,2,5,1|3|2|4|5,FL_18|FL_19,"++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++ProgressonTopic(Thompsonetal.,2018)|++Threat&Challenge(Peters,2016)|++DiscussionSatisfaction(Jakubiak&Feeney,2019)","++IOSCloseness(Aronetal.,1992)|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++PRQC(Fletcheretal.,2000)|FL_22|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)|++SEP(Lewandowski&Ackerman,2006)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Solution|Top_Change,Upset|Stress,Challenge|Threat,PPRI
11/2/2022 17:46,11/2/2022 17:49,0,129.215.52.229,100,187,1,11/2/2022 17:49,R_3OXS19EWFzsMUPD,,,,,55.9489,-3.1632,anonymous,EN,2,2057,1114,5,5,3,1,5,1,2,6,1,7,7,3|4|1|2,5,5,5,5,1,1,1,1,PPR_1|PPI_7|PPR_2|PPR_3|PPI_6|PPI_5|PPR_4|PPI_8,5,5,5,5,1,1,2,1,PAR_1|PAR_4|PAR_2|PAR_3|PAI_6|PAI_8|PAI_7|PAI_5,6,6,6,6,6,6,6,5,6,2|4|3|5|1|8|7|9|6,5,7,6,6,1,1,6,4|3|1|2|5,FL_18|FL_19,"++DiscussionSatisfaction(Jakubiak&Feeney,2019)|++Stress&Upset(Jayamaha,2017;Thompsonetal.,2018)|++ProgressonTopic(Thompsonetal.,2018)|++Threat&Challenge(Peters,2016)","FL_22|+RelationalSalience(Jakubiak,Fuentes,&Feeney,2022)|++SEP(Lewandowski&Ackerman,2006)|++IOSCloseness(Aronetal.,1992)|++PRQC(Fletcheretal.,2000)|++FeltSecurity(Lukeetal.,2012/Jakubiak2019),Collins2019)","++ResponsivenessPPRI(PRI-Crastaetal.,2021)|++ResponsivenessPARI(PRI-Crastaetal.,2021)",Top_Change|Top_Solution,Stress|Upset,Threat|Challenge,PPRI
